https://www.CryptoDataDownload.com,,,,,,,,,
Unix,datetime,Symbol,Open,High,Low,price,Volume ETH,Volume USDT,tradecount
1684281600000,2023-05-17,ETHUSDT,1824.21,1837.5,1783.68,1822.12,352097.9913,637776970.833855,524718
1684195200000,2023-05-16,ETHUSDT,1816.21,1832.64,1796.2,1824.21,311238.6786,565367254.106777,466058
1684108800000,2023-05-15,ETHUSDT,1799.2,1846.7,1785.05,1816.2,388171.9261,708011632.174709,503728
1684022400000,2023-05-14,ETHUSDT,1795.12,1824,1789.82,1799.21,218101.0977,393557662.80186,348092
1683936000000,2023-05-13,ETHUSDT,1807.45,1817.03,1785.23,1795.11,212895.4373,383397322.744781,342566
1683849600000,2023-05-12,ETHUSDT,1794.31,1818.63,1740,1807.45,565539.8309,1002104362.59441,696930
1683763200000,2023-05-11,ETHUSDT,1840.83,1842.02,1772.68,1794.3,522096.0725,944525427.027942,679625
1683676800000,2023-05-10,ETHUSDT,1846.53,1887.47,1790.51,1840.84,639933.3855,1182254717.03222,802140
1683590400000,2023-05-09,ETHUSDT,1847.55,1861.88,1830.99,1846.52,304396.186,561440259.790895,517737
1683504000000,2023-05-08,ETHUSDT,1870.41,1883.97,1810.73,1847.56,625316.6168,1157603209.76185,885693
1683417600000,2023-05-07,ETHUSDT,1896.33,1933.33,1867.59,1870.4,413268.8357,787566158.198456,625667
1683331200000,2023-05-06,ETHUSDT,1993.3,2019,1860,1896.33,608106.9915,1169939393.31278,868626
1683244800000,2023-05-05,ETHUSDT,1877.07,1998.36,1875.65,1993.3,546608.875,1061183389.06811,803612
1683158400000,2023-05-04,ETHUSDT,1905.12,1918.26,1866.71,1877.07,354528.6144,670584503.659619,525802
1683072000000,2023-05-03,ETHUSDT,1870.09,1916.52,1842.64,1905.12,465185.2501,871222153.959792,751579
1682985600000,2023-05-02,ETHUSDT,1830.73,1881.87,1822.94,1870.08,373753.2027,690907892.110455,563768
1682899200000,2023-05-01,ETHUSDT,1870.08,1886.49,1806.12,1830.73,445519.1779,818821593.694849,647788
1682812800000,2023-04-30,ETHUSDT,1907.79,1939,1866.16,1870.09,355336.4888,677913240.814662,552933
1682726400000,2023-04-29,ETHUSDT,1890.93,1918,1883.05,1907.8,182046.1406,346028241.295737,335962
1682640000000,2023-04-28,ETHUSDT,1908.68,1923.88,1873.94,1890.94,387630.7791,736203306.614156,574483
1682553600000,2023-04-27,ETHUSDT,1866.01,1940.96,1861.19,1908.68,727472.9466,1383094120.67767,959609
1682467200000,2023-04-26,ETHUSDT,1866.1,1964.72,1785,1866.01,897709.7298,1695903568.9609,1182620
1682380800000,2023-04-25,ETHUSDT,1841.84,1877.86,1801.66,1866.1,457870.6047,839226421.378246,631766
1682294400000,2023-04-24,ETHUSDT,1862.01,1890,1806,1841.84,447864.0517,826968889.241232,682824
1682208000000,2023-04-23,ETHUSDT,1874.17,1882.01,1836.37,1862,344514.3444,641362428.689366,463928
1682121600000,2023-04-22,ETHUSDT,1848.77,1887.31,1841.64,1874.16,331007.5879,616579601.311765,451499
1682035200000,2023-04-21,ETHUSDT,1942.98,1957.27,1825,1848.78,688876.6186,1306179482.09194,868887
1681948800000,2023-04-20,ETHUSDT,1933.74,1982.99,1914.43,1942.98,625336.2495,1218184973.2994,869619
1681862400000,2023-04-19,ETHUSDT,2103.51,2104.6,1923.03,1933.73,775389.0602,1547934187.85902,1116849
1681776000000,2023-04-18,ETHUSDT,2073.99,2125,2051,2103.5,414244.6135,867291463.569828,636801
1681689600000,2023-04-17,ETHUSDT,2118.66,2120.51,2056.25,2074,426972.7071,889433328.786508,674817
1681603200000,2023-04-16,ETHUSDT,2090.61,2141.54,2072.72,2118.67,319880.4393,673034613.415835,529231
1681516800000,2023-04-15,ETHUSDT,2099.99,2111.85,2071.13,2090.6,321823.7851,674260851.49151,505299
1681430400000,2023-04-14,ETHUSDT,2012,2128.76,2009.22,2099.99,896307.3934,1877719501.12373,1182309
1681344000000,2023-04-13,ETHUSDT,1917.4,2023,1899.55,2012.01,676164.5188,1333377092.12459,911569
1681257600000,2023-04-12,ETHUSDT,1889.86,1933,1852.65,1917.39,630844.4186,1195663632.07873,801456
1681171200000,2023-04-11,ETHUSDT,1910.21,1937.37,1881.11,1889.86,405203.4892,774389695.845932,590527
1681084800000,2023-04-10,ETHUSDT,1858.91,1918.79,1846.4,1910.2,434739.7984,816212712.862947,586284
1680998400000,2023-04-09,ETHUSDT,1848.82,1873.99,1824.01,1858.92,287131.3079,529878494.840373,953458
1680912000000,2023-04-08,ETHUSDT,1863.73,1879.38,1847,1848.82,197905.5407,368792680.929658,902787
1680825600000,2023-04-07,ETHUSDT,1872.41,1882.61,1841.46,1863.72,284256.4873,528718750.378566,829061
1680739200000,2023-04-06,ETHUSDT,1908.68,1909.91,1853.7,1872.41,396241.4352,743618300.024,916688
1680652800000,2023-04-05,ETHUSDT,1870.38,1942.98,1864.58,1908.69,548595.5155,1045846831.79156,1077031
1680566400000,2023-04-04,ETHUSDT,1810.51,1891.91,1802.01,1870.37,622208.6411,1151551698.65327,1087425
1680480000000,2023-04-03,ETHUSDT,1794.51,1839.99,1762.77,1810.51,628503.6619,1131436800.43707,1098681
1680393600000,2023-04-02,ETHUSDT,1820.8,1824.81,1771.7,1794.51,322122.9385,580909276.164171,637705
1680307200000,2023-04-01,ETHUSDT,1821.52,1842.83,1807.81,1820.79,272904.9674,497460628.076191,579259
1680220800000,2023-03-31,ETHUSDT,1793.6,1847.28,1777.91,1821.52,554525.4762,1006896937.02525,902956
1680134400000,2023-03-30,ETHUSDT,1793.06,1829.69,1763,1793.61,579690.0394,1039397383.7804,876484
1680048000000,2023-03-29,ETHUSDT,1773,1827.99,1772.48,1793.07,536865.5972,967342311.082234,810500
1679961600000,2023-03-28,ETHUSDT,1715.21,1795.73,1701.13,1772.99,536511.3973,935507384.149678,766887
1679875200000,2023-03-27,ETHUSDT,1773.88,1780.48,1686.13,1715.22,570563.5023,987197970.21984,810253
1679788800000,2023-03-26,ETHUSDT,1741.88,1801,1739.31,1773.88,354933.2372,627660488.27267,592618
1679702400000,2023-03-25,ETHUSDT,1749.57,1763.23,1713.09,1741.88,355679.3743,620341997.183512,620651
1679616000000,2023-03-24,ETHUSDT,1813.78,1818.99,1726.4,1749.57,564770.1417,1001546184.53214,855600
1679529600000,2023-03-23,ETHUSDT,1734.34,1857.16,1729.35,1813.79,732061.103,1312199315.57751,1074713
1679443200000,2023-03-22,ETHUSDT,1801.23,1819.98,1710.12,1734.33,891287.6009,1581074700.20938,1286030
1679356800000,2023-03-21,ETHUSDT,1732.77,1835,1717.01,1801.23,742348.4999,1324018564.21104,1166036
1679270400000,2023-03-20,ETHUSDT,1780.67,1803.05,1722,1732.78,682848.1248,1205036446.95122,1083767
1679184000000,2023-03-19,ETHUSDT,1758.84,1841.36,1757.92,1780.68,541131.8908,972006261.580209,919093
1679097600000,2023-03-18,ETHUSDT,1789.26,1841,1747.47,1758.84,711614.731,1280189359.42455,1115890
1679011200000,2023-03-17,ETHUSDT,1673.73,1800,1662.65,1789.27,907528.2825,1569265196.45291,1293055
1678924800000,2023-03-16,ETHUSDT,1649.95,1691.42,1632.18,1673.73,627985.6119,1040043241.14029,1004406
1678838400000,2023-03-15,ETHUSDT,1699.41,1716.9,1611,1649.96,963142.4833,1602460705.8957,1388384
1678752000000,2023-03-14,ETHUSDT,1673.44,1780.02,1655.24,1699.4,1283321.2355,2195733827.91012,1750035
1678665600000,2023-03-13,ETHUSDT,1580.33,1693.49,1565,1673.45,1228063.6053,1992277884.79634,1671283
1678579200000,2023-03-12,ETHUSDT,1471.93,1594.19,1448.3,1580.33,1002355.0929,1506839740.46965,1253899
1678492800000,2023-03-11,ETHUSDT,1426.43,1478.07,1408.4,1471.97,1374859.6201,1987926852.34837,1467256
1678406400000,2023-03-10,ETHUSDT,1437.32,1439.43,1368.39,1426.44,960262.4509,1353741388.82726,1155209
1678320000000,2023-03-09,ETHUSDT,1532.38,1546.45,1408,1437.32,718485.1364,1072396877.90758,914935
1678233600000,2023-03-08,ETHUSDT,1561.95,1570.89,1523.61,1532.38,460101.7658,714552395.993279,647197
1678147200000,2023-03-07,ETHUSDT,1565.84,1584.49,1536.14,1561.96,437947.9032,682865640.744412,601157
1678060800000,2023-03-06,ETHUSDT,1564.57,1583.49,1554.44,1565.84,307709.3011,482146763.966397,495130
1677974400000,2023-03-05,ETHUSDT,1566.74,1588.77,1553.05,1564.58,299240.7415,469729098.462738,505034
1677888000000,2023-03-04,ETHUSDT,1569.45,1577.53,1549.12,1566.73,237640.2606,371865636.794456,442158
1677801600000,2023-03-03,ETHUSDT,1647.86,1649.25,1544.39,1569.45,742816.5976,1166573996.74424,1008133
1677715200000,2023-03-02,ETHUSDT,1665.23,1677.86,1619.18,1647.86,423023.8082,694364877.504408,644400
1677628800000,2023-03-01,ETHUSDT,1605.24,1669.72,1595,1665.22,474456.8235,780632253.606366,725546
1677542400000,2023-02-28,ETHUSDT,1633.45,1647.52,1596.66,1605.23,393523.1647,640150766.311205,626287
1677456000000,2023-02-27,ETHUSDT,1641.37,1665.22,1608,1633.45,431861.4129,707841123.057607,679771
1677369600000,2023-02-26,ETHUSDT,1594.58,1651.26,1587.76,1641.36,308607.9941,499002379.520129,544008
1677283200000,2023-02-25,ETHUSDT,1607.8,1608.98,1557.33,1594.58,290188.0391,462128193.104393,532834
1677196800000,2023-02-24,ETHUSDT,1650.52,1664.66,1575.64,1607.8,512515.4982,831164574.11824,829249
1677110400000,2023-02-23,ETHUSDT,1643.15,1679,1628.75,1650.53,501305.9717,829754759.565515,849095
1677024000000,2023-02-22,ETHUSDT,1659.77,1666.95,1595.07,1643.14,528875.4809,861982489.016571,887617
1676937600000,2023-02-21,ETHUSDT,1703.27,1716.66,1636.3,1659.76,520354.4688,874136698.284591,837901
1676851200000,2023-02-20,ETHUSDT,1679.74,1719.89,1650.56,1703.27,451314.8335,765198951.963577,752116
1676764800000,2023-02-19,ETHUSDT,1691.62,1726.59,1666.14,1679.75,401023.0477,680092027.331298,634114
1676678400000,2023-02-18,ETHUSDT,1693.81,1713.13,1679.77,1691.62,267305.7813,452969773.61025,457982
1676592000000,2023-02-17,ETHUSDT,1637.83,1722,1630.51,1693.87,579934.663,970891863.058295,940022
1676505600000,2023-02-16,ETHUSDT,1674.92,1742.97,1633.72,1637.84,832723.6731,1408096156.86622,1220762
1676419200000,2023-02-15,ETHUSDT,1555.7,1680,1542.55,1674.92,581207.8586,928452953.945049,852734
1676332800000,2023-02-14,ETHUSDT,1505.25,1569,1482.66,1555.71,668964.3768,1021642935.31398,861338
1676246400000,2023-02-13,ETHUSDT,1514.82,1526.1,1461.93,1505.24,643152.3904,959644223.335073,788402
1676160000000,2023-02-12,ETHUSDT,1538.5,1548.02,1493.08,1514.83,286758.374,438014692.308034,490609
1676073600000,2023-02-11,ETHUSDT,1513.05,1543,1505,1538.51,289691.5708,440657107.728338,440506
1675987200000,2023-02-10,ETHUSDT,1545.35,1555.01,1490,1513.06,484654.2199,743164643.511499,682215
1675900800000,2023-02-09,ETHUSDT,1650.42,1656.17,1524.4,1545.35,658011.6964,1054014372.58339,973879
1675814400000,2023-02-08,ETHUSDT,1671.03,1697.91,1630.47,1650.43,417966.2539,695793337.577435,671033
1675728000000,2023-02-07,ETHUSDT,1614.28,1678.37,1613.14,1671.03,451922.4,743635216.728552,746572
1675641600000,2023-02-06,ETHUSDT,1629.01,1658.56,1605.01,1614.29,384119.4197,626831152.687586,636588
1675555200000,2023-02-05,ETHUSDT,1666.39,1673.81,1609.3,1629.02,413579.6748,680127291.926744,680427
1675468800000,2023-02-04,ETHUSDT,1663.52,1695.29,1645.43,1666.38,308227.1295,514857995.985798,559308
1675382400000,2023-02-03,ETHUSDT,1643.12,1676,1625.93,1663.52,464815.032,766949169.430422,714675
1675296000000,2023-02-02,ETHUSDT,1641.67,1714.68,1626.85,1643.12,629188.8874,1052104526.87266,939545
1675209600000,2023-02-01,ETHUSDT,1585.32,1647.77,1555.18,1641.68,474617.1709,757974339.888151,795274
1675123200000,2023-01-31,ETHUSDT,1566.21,1605.18,1561.63,1585.33,348856.6751,550862274.147693,565125
1675036800000,2023-01-30,ETHUSDT,1644.73,1647.53,1535,1566.2,595055.3281,945663093.918117,783703
1674950400000,2023-01-29,ETHUSDT,1572.1,1660,1566.33,1644.72,551767.9134,892135111.02851,747055
1674864000000,2023-01-28,ETHUSDT,1597.61,1606.83,1555.99,1572.1,313675.6574,496009423.632769,461988
1674777600000,2023-01-27,ETHUSDT,1601.08,1621,1552.54,1597.62,512093.3875,810894459.592812,721339
1674691200000,2023-01-26,ETHUSDT,1611.95,1632.84,1577.43,1601.09,532777.8466,856294452.549072,661710
1674604800000,2023-01-25,ETHUSDT,1555.97,1641,1518,1611.94,646474.9166,1010958308.52326,832576
1674518400000,2023-01-24,ETHUSDT,1626.28,1641.46,1535,1555.97,462275.3243,742483248.778448,664260
1674432000000,2023-01-23,ETHUSDT,1627.43,1648.09,1585.29,1626.29,407267.1156,662442276.006642,602844
1674345600000,2023-01-22,ETHUSDT,1626.65,1663.89,1604,1627.44,431729.6909,703883818.617405,550009
1674259200000,2023-01-21,ETHUSDT,1658.53,1679.26,1616.21,1626.66,494248.6009,815990095.346851,648695
1674172800000,2023-01-20,ETHUSDT,1551.09,1669.9,1542.02,1658.52,440570.9974,702227917.870663,710633
1674086400000,2023-01-19,ETHUSDT,1511.44,1564.43,1509.15,1551.09,308679.4645,473220810.93493,477203
1674000000000,2023-01-18,ETHUSDT,1565.56,1610,1501.39,1511.43,752534.8857,1172243167.72986,913587
1673913600000,2023-01-17,ETHUSDT,1576.94,1609,1541.15,1565.57,506771.7219,797552620.187337,703325
1673827200000,2023-01-16,ETHUSDT,1552.52,1604.5,1521.31,1576.94,574622.8953,897953752.929984,802443
1673740800000,2023-01-15,ETHUSDT,1549.91,1566.66,1516.03,1552.52,387832.7138,596626752.297843,590180
1673654400000,2023-01-14,ETHUSDT,1451.21,1599.98,1449.14,1549.9,940691.7774,1444283818.18917,1187799
1673568000000,2023-01-13,ETHUSDT,1415.91,1464,1401.03,1451.2,499377.8649,709963291.541629,670535
1673481600000,2023-01-12,ETHUSDT,1389.4,1438,1361.92,1415.92,877712.4492,1231660847.86825,873540
1673395200000,2023-01-11,ETHUSDT,1335.63,1398,1321.04,1389.39,472465.9556,635118946.429521,534745
1673308800000,2023-01-10,ETHUSDT,1320.4,1347.69,1316.8,1335.62,459660.2307,611680590.741332,467419
1673222400000,2023-01-09,ETHUSDT,1290.15,1344.91,1285.44,1320.39,581727.6968,766640085.930397,667559
1673136000000,2023-01-08,ETHUSDT,1264.06,1296,1257.77,1290.16,213636.7848,271373377.530058,341498
1673049600000,2023-01-07,ETHUSDT,1269.13,1271.09,1261.3,1264.07,129474.2884,163760550.011656,242794
1672963200000,2023-01-06,ETHUSDT,1251.25,1276.7,1236,1269.14,342344.2023,429648347.112603,444840
1672876800000,2023-01-05,ETHUSDT,1256.91,1259.95,1242.81,1251.24,272805.33,341379819.27811,339445
1672790400000,2023-01-04,ETHUSDT,1214.56,1272.6,1212.71,1256.9,457799.6648,571805761.158055,526420
1672704000000,2023-01-03,ETHUSDT,1213.99,1219.89,1204.93,1214.55,205519.4944,249325343.252245,296709
1672617600000,2023-01-02,ETHUSDT,1200.33,1224.29,1193,1214,252794.14,306657437.527479,330000
1672531200000,2023-01-01,ETHUSDT,1196.13,1204.67,1190.57,1200.34,117762.0685,141014996.655708,233151
1672444800000,2022-12-31,ETHUSDT,1199.98,1208.46,1191.66,1196.13,139379.2811,167161720.78087,261569
1672358400000,2022-12-30,ETHUSDT,1200.48,1202.15,1181.08,1199.99,266014.2115,317524824.577787,364383
